"","value","pos","class","bac"
"70",0.7199,2888850,"dN","strep"
"71",1.7683,2888868,"dN","strep"
"72",1.4269,2888904,"dN","strep"
"73",1.2615,2888970,"dN","strep"
"74",2.2107,2889004.5,"dN","strep"
"75",1.365,2889031.5,"dN","strep"
"76",1.1297,2889070.5,"dN","strep"
"77",1.6956,2889513.5,"dN","strep"
"78",41.2036,2890205,"dN","strep"
"79",4.8948,2890247,"dN","strep"
"80",2.2457,2890322,"dN","strep"
"81",6.1306,2890386.5,"dN","strep"
"82",0.5064,2890430,"dN","strep"
"83",13.9105,2889558.5,"dN","strep"
"84",2.3071,2889597.5,"dN","strep"
"85",2.1875,2889789.5,"dN","strep"
"86",1.8144,2889857,"dN","strep"
"87",0.7588,2889990.5,"dN","strep"
"88",51.8821,2890028,"dN","strep"
"89",2.182,2890173.5,"dN","strep"
"90",5.1382,2890651,"dN","strep"
"91",2.0011,2891281,"dN","strep"
"92",0.4821,2891345.5,"dN","strep"
"93",1.3703,2891402.5,"dN","strep"
"94",2.6533,2891455,"dN","strep"
"95",0.6014,2890718.5,"dN","strep"
"96",4.53,2890747,"dN","strep"
"97",1.1763,2890846,"dN","strep"
"98",1.0796,2890888,"dN","strep"
"99",0.4864,2890952.5,"dN","strep"
"100",5.6183,2891053,"dN","strep"
"101",1.3109,2891195.5,"dN","strep"
"102",1.2796,2891224,"dN","strep"
"103",0.9953,2891643,"dN","strep"
"104",0.6198,2892031.5,"dN","strep"
"105",3.1074,2892091.5,"dN","strep"
"106",0.9204,2892151.5,"dN","strep"
"107",1.5716,2892211.5,"dN","strep"
"108",3.7697,2892297,"dN","strep"
"109",0.8678,2892352.5,"dN","strep"
"110",1.3414,2892394.5,"dN","strep"
"111",0.7128,2892438,"dN","strep"
"112",1.2289,2892493.5,"dN","strep"
"113",0.6377,2892555,"dN","strep"
"114",1.266,2891685,"dN","strep"
"115",7.5068,2891725.5,"dN","strep"
"116",1.3426,2891770.5,"dN","strep"
"117",1.5367,2891833.5,"dN","strep"
"118",71.9431,2891854.5,"dN","strep"
"119",65.7546,2891892,"dN","strep"
"120",4.8917,2891961,"dN","strep"
"121",0.1382,2891997,"dN","strep"
"122",2.6583,2892590,"dN","strep"
"123",0.8181,2893236.5,"dN","strep"
"124",0.3836,2893397,"dN","strep"
"125",3.8271,2893523,"dN","strep"
"126",1.5552,2893574,"dN","strep"
"127",4.4277,2893611.5,"dN","strep"
"128",0.9199,2893640,"dN","strep"
"129",1.8334,2893673,"dN","strep"
"130",10.7654,2893707.5,"dN","strep"
"131",0.7199,2893742,"dN","strep"
"132",1.0779,2892639.5,"dN","strep"
"133",0.9372,2893824.5,"dN","strep"
"134",6.748,2893865,"dN","strep"
"135",1.1107,2893904,"dN","strep"
"136",0.5208,2893976,"dN","strep"
"137",0.8975,2894009,"dN","strep"
"138",2.0678,2894051,"dN","strep"
"139",8.5097,2894165,"dN","strep"
"140",1.1718,2894186,"dN","strep"
"141",1.1423,2894222,"dN","strep"
"142",1.711,2894286.5,"dN","strep"
"143",44.9746,2892722,"dN","strep"
"144",0.7112,2892801.5,"dN","strep"
"145",1.8549,2892867.5,"dN","strep"
"146",1.1678,2892891.5,"dN","strep"
"147",1.6059,2892987.5,"dN","strep"
"148",34.1424,2893026.5,"dN","strep"
"149",1.3864,2893061,"dN","strep"
"150",2.0928,2905456.5,"dN","strep"
"151",1.598,2905932,"dN","strep"
"152",0.7835,2905957.5,"dN","strep"
"153",0.3107,2905983,"dN","strep"
"154",53.5185,2906022,"dN","strep"
"155",1.4331,2906044.5,"dN","strep"
"156",1.3029,2906094,"dN","strep"
"157",1.5835,2906149.5,"dN","strep"
"158",1.2248,2906250,"dN","strep"
"159",0.7802,2906319,"dN","strep"
"160",1.3976,2906377.5,"dN","strep"
"161",1.9991,2905483.5,"dN","strep"
"162",0.8761,2906437.5,"dN","strep"
"163",1.2363,2906455.5,"dN","strep"
"164",0.9385,2906493,"dN","strep"
"165",3.4481,2906514,"dN","strep"
"166",1.038,2906542.5,"dN","strep"
"167",9.6784,2905516.5,"dN","strep"
"168",0.898,2905575,"dN","strep"
"169",1.2105,2905623,"dN","strep"
"170",0.9761,2905681.5,"dN","strep"
"171",1.1845,2905722,"dN","strep"
"172",1.3502,2905858.5,"dN","strep"
"173",2.5712,743894,"dN","strep"
"174",1.7025,743588,"dN","strep"
"175",0.4044,743480,"dN","strep"
"176",0.302,4938004,"dN","strep"
"177",0.8785,4937575,"dN","strep"
"178",0.4504,4937341,"dN","strep"
"179",0.4528,4936687,"dN","strep"
"180",1.3668,4935491.5,"dN","strep"
"181",0.9022,4935464.5,"dN","strep"
"182",0.5442,4935424,"dN","strep"
"183",1.175,4935397,"dN","strep"
"184",3.8575,4935766,"dN","strep"
"185",0.493,4935739,"dN","strep"
"186",1.0674,4935683.5,"dN","strep"
"187",20.6324,4935614.5,"dN","strep"
"188",32.0607,4935593.5,"dN","strep"
"189",1.2025,4935550,"dN","strep"
"190",27.9509,4935317,"dN","strep"
"191",2.1696,4934804,"dN","strep"
"192",1.065,4934762,"dN","strep"
"193",1.3052,4934640.5,"dN","strep"
"194",21.7464,4934595.5,"dN","strep"
"195",39.7461,4934577.5,"dN","strep"
"196",0.3744,4934544.5,"dN","strep"
"197",2.09,4934450,"dN","strep"
"198",0.5932,4934402,"dN","strep"
"199",1.075,4934382.5,"dN","strep"
"200",10.4272,4934349.5,"dN","strep"
"201",0.7206,4935299,"dN","strep"
"202",45.9361,4934292.5,"dN","strep"
"203",0.9292,4934226.5,"dN","strep"
"204",4.4499,4934180,"dN","strep"
"205",5.0148,4934132,"dN","strep"
"206",17.2837,4934118.5,"dN","strep"
"207",0.7321,4935264.5,"dN","strep"
"208",1.013,4935140,"dN","strep"
"209",1.3681,4935102.5,"dN","strep"
"210",1.5549,4935075.5,"dN","strep"
"211",0.8915,4935029,"dN","strep"
"212",0.5229,4934940.5,"dN","strep"
"213",1.7902,4934897,"dN","strep"
"214",44.8255,4933360.5,"dN","strep"
"215",0.3472,3906302.5,"dN","strep"
"216",0.2811,3905651.5,"dN","strep"
"217",0.0002,3905450.5,"dN","strep"
"218",0.2361,3904980.5,"dN","strep"
"219",0.6954,3904537,"dN","strep"
"220",0.2513,3904057,"dN","strep"
"221",0,3903619,"dN","strep"
"222",0.8057,3903571,"dN","strep"
"223",0.2413,3902853,"dN","strep"
"224",0.6113,3902188.5,"dN","strep"
"225",0.381,3901782.5,"dN","strep"
"226",0.7072,3901586,"dN","strep"
"227",14.8607,3901547,"dN","strep"
"228",0.3739,3901496,"dN","strep"
"229",0.4489,3901334,"dN","strep"
"230",0.1603,3893205,"dN","strep"
"231",1.7744,3893172,"dN","strep"
"232",61.8855,3893127,"dN","strep"
"233",24.9656,3892768,"dN","strep"
"234",4.1097,3892721.5,"dN","strep"
"235",0.2679,3892465,"dN","strep"
"236",0.3149,2836736,"dN","strep"
"237",0.3219,2836955,"dN","strep"
"238",1.3381,2841267,"dN","strep"
"239",0.2577,3891437.5,"dN","strep"
"240",0.5564,3895754.5,"dN","strep"
"241",0.1479,3895433.5,"dN","strep"
"242",0.3374,3894898,"dN","strep"
"243",37.6889,3894415,"dN","strep"
"244",0.5003,3894361,"dN","strep"
"245",1.7233,3894349,"dN","strep"
"246",54.2236,3894328,"dN","strep"
"247",0.3753,3893722.5,"dN","strep"
"248",172.381,3893220,"dN","strep"
"249",0.9533,1466054.5,"dN","strep"
"250",13.5877,1465697.5,"dN","strep"
"251",1.199,1465672,"dN","strep"
"252",1.3212,1465978,"dN","strep"
"253",0.8391,1465895.5,"dN","strep"
"254",71.8712,1465856.5,"dN","strep"
"255",0.4161,1465819,"dN","strep"
"256",32.5647,1465774,"dN","strep"
"257",3.0323,1465750,"dN","strep"
"258",0.9443,1465723,"dN","strep"
"259",1.83,1465711,"dN","strep"
"260",1.5445,1464569.5,"dN","strep"
"261",0.6621,1464544,"dN","strep"
"262",0.9213,1464526,"dN","strep"
"263",0.4691,1464487,"dN","strep"
"264",1.5131,1464442,"dN","strep"
"265",1.072,1464359.5,"dN","strep"
"266",0.3499,1464310,"dN","strep"
"267",2.8324,1464278.5,"dN","strep"
"268",0.3102,4903701,"dN","strep"
"269",0.4966,4903303.5,"dN","strep"
"270",0.958,2322405.5,"dN","strep"
"271",1.791,2322491,"dN","strep"
"272",10.2495,2322578,"dN","strep"
"273",0.2509,2322850.5,"dN","strep"
"274",0.3343,2323483.5,"dN","strep"
"275",0.645,2333783,"dN","strep"
"276",0.3299,2334176.5,"dN","strep"
"277",0.3863,2334352,"dN","strep"
"278",0.2744,2334752.5,"dN","strep"
"279",0.5316,2338595,"dN","strep"
"280",0.303,2339357,"dN","strep"
"281",0.2501,2338056.5,"dN","strep"
"282",1.3854,2338466,"dN","strep"
"283",0.7395,2338517,"dN","strep"
"284",2.0615,2338563.5,"dN","strep"
"285",0.7494,2340297.5,"dN","strep"
"286",96.4088,2340426.5,"dN","strep"
"287",0.8635,2340489.5,"dN","strep"
"288",1.6011,2340534.5,"dN","strep"
"289",0.7819,2340675.5,"dN","strep"
"290",0.8508,2346151,"dN","strep"
"291",0.3691,2346416.5,"dN","strep"
"292",0.3875,2349858.5,"dN","strep"
"293",0.3653,2350098.5,"dN","strep"
"294",0.3876,2350674,"dN","strep"
"295",0.609,2351129,"dN","strep"
"296",0.2948,2351588,"dN","strep"
"297",0.3725,2352201.5,"dN","strep"
"298",0.8076,2352386,"dN","strep"
"299",0.4274,2352708.5,"dN","strep"
"300",7.613,2353136,"dN","strep"
"301",0.3472,2353454,"dN","strep"
"302",0.2596,2354111,"dN","strep"
"303",0.6705,2325908,"dN","strep"
"304",1.3783,2325953,"dN","strep"
"305",0.8695,2326031,"dN","strep"
"306",45.1563,2326109,"dN","strep"
"307",0.3753,2326229,"dN","strep"
"308",0.4895,2326382,"dN","strep"
"309",0.3665,2326750.5,"dN","strep"
"310",0.2399,2327023.5,"dN","strep"
"311",0.2532,2327226,"dN","strep"
"312",0.559,2327290.5,"dN","strep"
"313",12.1325,2327356.5,"dN","strep"
"314",0.2567,2327419.5,"dN","strep"
"315",1.1575,2327491.5,"dN","strep"
"316",2.9544,2331118,"dN","strep"
"317",0.6208,2331251.5,"dN","strep"
"318",0.3938,2331404.5,"dN","strep"
"319",0.7187,2331814.5,"dN","strep"
"320",24.8945,2331847.5,"dN","strep"
"321",0.6664,2331861,"dN","strep"
"322",0.5271,2331937.5,"dN","strep"
"323",0.2679,2332940.5,"dN","strep"
"324",0.3985,2247996.5,"dN","strep"
"325",0.3314,2248460,"dN","strep"
"326",0.3226,2248616,"dN","strep"
"327",0.4345,2259954.5,"dN","strep"
"328",4.9273,2264398,"dN","strep"
"329",0.4467,2266001.5,"dN","strep"
"330",2.778,2266094.5,"dN","strep"
"331",2.0693,2266208.5,"dN","strep"
"332",1.3873,2266354,"dN","strep"
"333",17.4556,2266421.5,"dN","strep"
"334",0.9913,2266826,"dN","strep"
"335",0.7263,2266944.5,"dN","strep"
"336",0.3818,2267689.5,"dN","strep"
"337",0,2268096.5,"dN","strep"
"338",0.3677,2268366.5,"dN","strep"
"339",0.2696,2270275.5,"dN","strep"
"340",0.2308,2270982,"dN","strep"
"341",0,2271065,"dN","strep"
"342",0.9563,2271071,"dN","strep"
"343",0.2861,2271276.5,"dN","strep"
"344",0.354,2271639.5,"dN","strep"
"345",6.0398,2271814,"dN","strep"
"346",0.2221,2272346.5,"dN","strep"
"347",2.2241,2273109,"dN","strep"
"348",1.0731,2273205,"dN","strep"
"349",2.0027,2273257.5,"dN","strep"
"350",1.3435,2273307,"dN","strep"
"351",1.2499,2273347.5,"dN","strep"
"352",0,2273391,"dN","strep"
"353",488.6891,2251774.5,"dN","strep"
"354",106.8985,2251788,"dN","strep"
"355",0.2917,2273923,"dN","strep"
"356",13.5798,2274578,"dN","strep"
"357",0.5084,2274599,"dN","strep"
"358",0.4921,2274776,"dN","strep"
"359",0.091,2275076.5,"dN","strep"
"360",0.3854,2275130.5,"dN","strep"
"361",0.3589,2275378,"dN","strep"
"362",0.1758,2275875.5,"dN","strep"
"363",0.1847,2276108,"dN","strep"
"364",0.1937,2276409.5,"dN","strep"
"365",0.178,2277121.5,"dN","strep"
"366",0.1702,2277953,"dN","strep"
"367",0.1988,2278596.5,"dN","strep"
"368",1.9298,2279980.5,"dN","strep"
"369",0.6568,2280060,"dN","strep"
"370",0.326,2280558,"dN","strep"
"371",0.279,2281008,"dN","strep"
"372",0.4102,2281723.5,"dN","strep"
"373",0,2282675,"dN","strep"
"374",0.359,2282879,"dN","strep"
"375",0.5826,2283107,"dN","strep"
"376",0.4425,2283423.5,"dN","strep"
"377",0.3166,2284534.5,"dN","strep"
"378",0.4109,2252924,"dN","strep"
"379",0.7597,2287030.5,"dN","strep"
"380",17.1046,2287042.5,"dN","strep"
"381",89.5792,2287093.5,"dN","strep"
"382",0.6633,2287156.5,"dN","strep"
"383",0.4823,2287566,"dN","strep"
"384",0.4272,2288080.5,"dN","strep"
"385",0.1925,2288253,"dN","strep"
"386",0.3403,2288583.5,"dN","strep"
"387",1.4913,2289359.5,"dN","strep"
"388",0.3055,2289470.5,"dN","strep"
"389",0.8208,2289707.5,"dN","strep"
"390",0.7994,2289779.5,"dN","strep"
"391",3.8919,2289826,"dN","strep"
"392",0.6446,2289853,"dN","strep"
"393",0.6659,2290141,"dN","strep"
"394",0.3999,2291364,"dN","strep"
"395",42.7541,2291649,"dN","strep"
"396",0.8756,2290495.5,"dN","strep"
"397",0.4751,2290789.5,"dN","strep"
"398",1.0299,2291062.5,"dN","strep"
"399",1.469,2291074.5,"dN","strep"
"400",0.3808,2298642.5,"dN","strep"
"401",13.4251,2299425.5,"dN","strep"
"402",0.5122,2253666.5,"dN","strep"
"403",0.394,2253834.5,"dN","strep"
"404",83.0193,2254170.5,"dN","strep"
"405",0.4193,2254824.5,"dN","strep"
"406",2.1786,2255076.5,"dN","strep"
"407",0.526,2255112.5,"dN","strep"
"408",72.1015,2255135,"dN","strep"
"409",0.5753,2255180,"dN","strep"
"410",0.637,2255545.5,"dN","strep"
"411",0.2517,2256270,"dN","strep"
"412",8.4155,2257005.5,"dN","strep"
"413",0.4177,2257161.5,"dN","strep"
"414",0.3442,2257470.5,"dN","strep"
"415",0.5276,2258675,"dN","strep"
"416",0.6288,2258852,"dN","strep"
"417",0.6162,2259050,"dN","strep"
"418",0.9449,2259176,"dN","strep"
"419",0,2259239,"dN","strep"
"420",0.3225,2247164.5,"dN","strep"
"421",1.4189,2243437,"dN","strep"
"422",0.6941,2243527,"dN","strep"
"423",0.8075,2243704,"dN","strep"
"424",0.3026,2243891.5,"dN","strep"
"425",0.6067,2244127,"dN","strep"
"426",0.3166,2244304,"dN","strep"
"427",0.4916,2244397,"dN","strep"
"428",0.3295,2245107.5,"dN","strep"
"429",0.4484,2245553,"dN","strep"
"430",0.2904,2241328,"dN","strep"
"431",3.6579,666117,"dN","strep"
"432",9.3539,666099,"dN","strep"
"433",20.1039,666078,"dN","strep"
"434",19.0841,665664.5,"dN","strep"
"435",18.3305,665639,"dN","strep"
"436",1.0612,665610.5,"dN","strep"
"437",0.8351,665516,"dN","strep"
"438",0.8928,665460.5,"dN","strep"
"439",1.0241,665433.5,"dN","strep"
"440",2.5566,665198,"dN","strep"
"441",0.6895,665028.5,"dN","strep"
"442",1.0308,664980.5,"dN","strep"
"443",1.3579,664935.5,"dN","strep"
"444",1.1588,664874,"dN","strep"
"445",0.451,664817,"dN","strep"
"446",0.309,664794.5,"dN","strep"
"447",1.7584,664710.5,"dN","strep"
"448",1.1062,664390,"dN","strep"
"449",7.1806,664367.5,"dN","strep"
"450",1.0597,664348,"dN","strep"
"451",0.625,664300,"dN","strep"
"452",0.989,664276,"dN","strep"
"453",2.1965,664157.5,"dN","strep"
"454",1.0684,664048,"dN","strep"
"455",0.914,663880,"dN","strep"
"456",0.1706,663754,"dN","strep"
"457",0.4227,663739,"dN","strep"
"458",0.7806,663715,"dN","strep"
"459",18.2389,663694,"dN","strep"
"460",1.6352,663676,"dN","strep"
"461",35.441,663637,"dN","strep"
"462",0.1642,663628,"dN","strep"
"463",3.0758,663541,"dN","strep"
"464",1.3157,663501.5,"dN","strep"
"465",1.3407,663144.5,"dN","strep"
"466",3.0485,663096.5,"dN","strep"
"467",0.9204,663039.5,"dN","strep"
"468",0.8043,662945,"dN","strep"
"469",2.5533,662915,"dN","strep"
"470",46.0307,662870,"dN","strep"
"471",3.4088,662811.5,"dN","strep"
"472",1.0414,662705,"dN","strep"
"473",35.783,662679.5,"dN","strep"
"474",2.5199,663474.5,"dN","strep"
"475",1.1017,663449,"dN","strep"
"476",1.5222,663425,"dN","strep"
"477",1.8481,663362,"dN","strep"
"478",2.6768,663243.5,"dN","strep"
"479",1.1248,663222.5,"dN","strep"
"480",0.3621,663200,"dN","strep"
"481",1.677,663180.5,"dN","strep"
"482",50.8579,662656.5,"dN","strep"
"483",0.2649,661583.5,"dN","strep"
"484",0.4824,661385.5,"dN","strep"
"485",1.3765,682108,"dN","strep"
"486",63.695,682004.5,"dN","strep"
"487",55.9637,681976,"dN","strep"
"488",1.9985,679029.5,"dN","strep"
"489",0.4286,678996.5,"dN","strep"
"490",4.3369,678867.5,"dN","strep"
"491",0.7919,678822.5,"dN","strep"
"492",0.9943,678791,"dN","strep"
"493",0.97,678737,"dN","strep"
"494",0.95,678684.5,"dN","strep"
"495",1.0101,678614,"dN","strep"
"496",4.2357,678569,"dN","strep"
"497",0.68,678497,"dN","strep"
"498",1.5616,679565,"dN","strep"
"499",1.9049,678459.5,"dN","strep"
"500",0.8982,678390.5,"dN","strep"
"501",41.8266,678347,"dN","strep"
"502",1.2554,678314,"dN","strep"
"503",0.8656,679449.5,"dN","strep"
"504",1.1919,679370,"dN","strep"
"505",1.0915,679292,"dN","strep"
"506",0.7365,679236.5,"dN","strep"
"507",1.6514,679194.5,"dN","strep"
"508",1.4348,679175,"dN","strep"
"509",0.9658,679122.5,"dN","strep"
"510",0.3086,4794341.5,"dN","strep"
"511",0,4793924.5,"dN","strep"
"512",0.3221,4793865.5,"dN","strep"
"513",0.2859,4793481.5,"dN","strep"
"514",0.2874,4793034.5,"dN","strep"
"515",18.848,4789709.5,"dN","strep"
"516",0.9988,4789643.5,"dN","strep"
"517",2.6617,4789576,"dN","strep"
"518",80.2832,4789547.5,"dN","strep"
"519",0.8748,4789517.5,"dN","strep"
"520",1.0098,4789424.5,"dN","strep"
"521",1.4263,4789364.5,"dN","strep"
"522",64.0868,4789289.5,"dN","strep"
"523",1.183,4789208.5,"dN","strep"
"524",0.766,4789087,"dN","strep"
"525",2.0997,4789019.5,"dN","strep"
"526",6.2772,4788985,"dN","strep"
"527",62.6067,4788917.5,"dN","strep"
"528",1.5003,4788863.5,"dN","strep"
"529",0.8669,4789997.5,"dN","strep"
"530",1.3768,4789963,"dN","strep"
"531",2.9129,4789891,"dN","strep"
"532",0.3613,2214671.5,"dN","strep"
"533",0.2209,2214883,"dN","strep"
"534",0.2782,2214929.5,"dN","strep"
"535",0.4644,2215094,"dN","strep"
"536",1.4512,2215118,"dN","strep"
"537",0.268,2215655,"dN","strep"
"538",0.2732,2216522,"dN","strep"
"539",5.0447,2217124.5,"dN","strep"
"540",1.2316,2217151.5,"dN","strep"
"541",0.6901,2217217.5,"dN","strep"
"542",0.5277,2217547.5,"dN","strep"
"543",21.6922,2217898.5,"dN","strep"
"544",0.3844,2218431,"dN","strep"
"545",0.3289,4976935.5,"dN","strep"
"546",0.4697,4975473,"dN","strep"
"547",1.7022,2203851,"dN","strep"
"548",1.011,2204209.5,"dN","strep"
"549",0.9314,2203887,"dN","strep"
"550",1.918,2203933.5,"dN","strep"
"551",1.0644,2203989,"dN","strep"
"552",0.3942,2204028,"dN","strep"
"553",1.64,2204050.5,"dN","strep"
"554",3.4935,2204110.5,"dN","strep"
"555",1.1809,2204143.5,"dN","strep"
"556",1.1437,2204166,"dN","strep"
"557",0.2719,2204651.5,"dN","strep"
"558",0.274,2205088,"dN","strep"
"559",0.2618,2206551.5,"dN","strep"
"560",0.3851,2208171,"dN","strep"
"561",0.3304,2208571.5,"dN","strep"
"562",10.2923,2212460.5,"dN","strep"
"563",0.3936,2212969,"dN","strep"
"564",0.4025,2211598,"dN","strep"
"565",0.6732,2211628,"dN","strep"
"566",14.1046,2211659.5,"dN","strep"
"567",0.3496,2211898,"dN","strep"
"568",0.4403,2212192,"dN","strep"
"569",0.2754,2212372,"dN","strep"
"570",8.5046,2212442.5,"dN","strep"
"571",0.4857,2213848,"dN","strep"
"572",0.5468,2213881,"dN","strep"
"573",0.6949,2213935,"dN","strep"
"574",0.7074,2213719,"dN","strep"
"575",55.9488,2213777.5,"dN","strep"
"576",4.5629,2213801.5,"dN","strep"
"577",0.6983,2213824,"dN","strep"
"578",0.1626,1449415,"dN","strep"
"579",0.6674,1449361,"dN","strep"
"580",2.1872,1449179.5,"dN","strep"
"581",1.1544,1449146.5,"dN","strep"
"582",1.2469,1448696.5,"dN","strep"
"583",0.2952,1448654.5,"dN","strep"
"584",0.4667,1448596,"dN","strep"
"585",0.7085,1448539,"dN","strep"
"586",9.6208,1448434,"dN","strep"
"587",1.4927,1447052.5,"dN","strep"
"588",0.3921,1446815.5,"dN","strep"
"589",0.5931,1446604,"dN","strep"
"590",1.0025,772972,"dN","strep"
"591",1.3287,773027.5,"dN","strep"
"592",1.4795,773078.5,"dN","strep"
"593",0.8564,773110,"dN","strep"
"594",1.3118,773956.5,"dN","strep"
"595",13.4974,816836,"dN","strep"
"596",1.3643,817430,"dN","strep"
"597",19.2073,817506.5,"dN","strep"
"598",1.7431,817548.5,"dN","strep"
"599",1.5403,817587.5,"dN","strep"
"600",0.9441,817619,"dN","strep"
"601",4.6624,816869,"dN","strep"
"602",40.7991,816936.5,"dN","strep"
"603",1.3229,816984.5,"dN","strep"
"604",1.2341,817028,"dN","strep"
"605",0.5487,817061,"dN","strep"
"606",3.3421,817184,"dN","strep"
"607",8.7459,817256,"dN","strep"
"608",1.1679,817374.5,"dN","strep"
"609",0.4342,827772,"dN","strep"
"610",0.5306,2131597.5,"dN","strep"
"611",0.1219,2131686,"dN","strep"
"612",0.2094,2132221,"dN","strep"
"613",0.2592,2133393.5,"dN","strep"
"614",0.2072,2134435.5,"dN","strep"
"615",0.2265,2135421.5,"dN","strep"
"616",0.4375,2136534,"dN","strep"
"617",0.324,2136965,"dN","strep"
"618",0.3437,2137290.5,"dN","strep"
"619",0.2551,2137469,"dN","strep"
"620",0.1718,2138023,"dN","strep"
"621",0.2405,2138630.5,"dN","strep"
"622",0.5482,2094345,"dN","strep"
"623",0.3238,2094702,"dN","strep"
"624",0.311,2095630.5,"dN","strep"
"625",5.752,2096220.5,"dN","strep"
"626",0.3338,2096891,"dN","strep"
"627",0,2097624,"dN","strep"
"628",0.5533,2097837,"dN","strep"
"629",0.5607,2099119.5,"dN","strep"
"630",3.5483,2099856.5,"dN","strep"
"631",0.4883,2100215,"dN","strep"
"632",0.3076,2101138.5,"dN","strep"
"633",0.3801,2101770,"dN","strep"
"634",0.3183,2101886.5,"dN","strep"
"635",13.1069,2101919.5,"dN","strep"
"636",0.4169,2101978,"dN","strep"
"637",1.0276,2102009.5,"dN","strep"
"638",1.1605,2102048.5,"dN","strep"
"639",0.224,2102572,"dN","strep"
"640",0,2103226,"dN","strep"
"641",1.182,2103235,"dN","strep"
"642",20.2641,2103259,"dN","strep"
"643",0.4333,2103476.5,"dN","strep"
"644",0.431,2104019.5,"dN","strep"
"645",0.3528,2085007,"dN","strep"
"646",0.6578,2085454,"dN","strep"
"647",9.7962,2085535,"dN","strep"
"648",0.4746,2106400.5,"dN","strep"
"649",0.4666,2106624,"dN","strep"
"650",0.5175,2107344,"dN","strep"
"651",0.242,2107516,"dN","strep"
"652",0.5201,2107840,"dN","strep"
"653",56.2433,2108144.5,"dN","strep"
"654",0.4149,2108360.5,"dN","strep"
"655",0.6349,2108506,"dN","strep"
"656",0.2403,2108919,"dN","strep"
"657",0.2975,2109235,"dN","strep"
"658",0.2761,2110251.5,"dN","strep"
"659",0.5265,2111399.5,"dN","strep"
"660",0.7939,2111744.5,"dN","strep"
"661",0.3014,2112293.5,"dN","strep"
"662",0.5829,2112784.5,"dN","strep"
"663",0.6531,2113158,"dN","strep"
"664",0.3496,2086092.5,"dN","strep"
"665",0.8084,2113639.5,"dN","strep"
"666",1.5692,2113689,"dN","strep"
"667",0.3414,2114440.5,"dN","strep"
"668",65.1671,2115248,"dN","strep"
"669",0.7136,2115374,"dN","strep"
"670",0.4439,2115875,"dN","strep"
"671",0.3861,2116718,"dN","strep"
"672",3.3315,2086538,"dN","strep"
"673",0.314,2087115.5,"dN","strep"
"674",0.7219,2089764,"dN","strep"
"675",13.1221,2090628,"dN","strep"
