"","value","pos","class","bac"
"73",0,204665,"dN","pSymB"
"74",0,205456.5,"dN","pSymB"
"75",0,206570.5,"dN","pSymB"
"76",0.0102,207513,"dN","pSymB"
"77",0,208502,"dN","pSymB"
"78",0.0106,209459,"dN","pSymB"
"79",0.0214,210184,"dN","pSymB"
"80",0.0024,210962.5,"dN","pSymB"
"81",0.0017,212482.5,"dN","pSymB"
"82",0.0083,25080.5,"dN","pSymB"
"83",0,214633.5,"dN","pSymB"
"84",0,215301,"dN","pSymB"
"85",0,215990.5,"dN","pSymB"
"86",0.001,216968.5,"dN","pSymB"
"87",0.0012,218101.5,"dN","pSymB"
"88",0.0093,219450.5,"dN","pSymB"
"89",0.0037,220858,"dN","pSymB"
"90",0.0059,221671.5,"dN","pSymB"
"91",0.0022,222892,"dN","pSymB"
"92",0.0107,26613.5,"dN","pSymB"
"93",0,223661.5,"dN","pSymB"
"94",0,224102.5,"dN","pSymB"
"95",0.0031,224803,"dN","pSymB"
"96",0.006,225767,"dN","pSymB"
"97",0.0046,226886.5,"dN","pSymB"
"98",0.0067,228153,"dN","pSymB"
"99",0.0101,228695.5,"dN","pSymB"
"100",0.0097,229712,"dN","pSymB"
"101",0.0034,231062,"dN","pSymB"
"102",0.0015,231996.5,"dN","pSymB"
"103",0.0013,6200.5,"dN","pSymB"
"104",0.0044,27669.5,"dN","pSymB"
"105",0.0026,232885.5,"dN","pSymB"
"106",0.0034,234021,"dN","pSymB"
"107",0.0095,235139.5,"dN","pSymB"
"108",0.0049,236370.5,"dN","pSymB"
"109",0.0058,237279.5,"dN","pSymB"
"110",0.0051,238396,"dN","pSymB"
"111",0.0041,241141.5,"dN","pSymB"
"112",0.002,242888.5,"dN","pSymB"
"113",0.0051,244809.5,"dN","pSymB"
"114",0,245792.5,"dN","pSymB"
"115",0.0487,28415,"dN","pSymB"
"116",0.0109,246454.5,"dN","pSymB"
"117",0.0077,247319.5,"dN","pSymB"
"118",0.0155,248120,"dN","pSymB"
"119",0.003,249017,"dN","pSymB"
"120",0.0537,250127.5,"dN","pSymB"
"121",0.0042,251055.5,"dN","pSymB"
"122",0.0122,252795.5,"dN","pSymB"
"123",0,255501.5,"dN","pSymB"
"124",0.0084,257033,"dN","pSymB"
"125",0.0225,28716.5,"dN","pSymB"
"126",0.0039,259958.5,"dN","pSymB"
"127",0.0088,260802.5,"dN","pSymB"
"128",0.0068,262166,"dN","pSymB"
"129",0.0013,263239.5,"dN","pSymB"
"130",0.0026,264648,"dN","pSymB"
"131",0.0025,265925.5,"dN","pSymB"
"132",0.0115,267075,"dN","pSymB"
"133",0.0036,268347.5,"dN","pSymB"
"134",0.0057,269505,"dN","pSymB"
"135",0.0329,270443,"dN","pSymB"
"136",0.0089,29383,"dN","pSymB"
"137",0.0059,271161.5,"dN","pSymB"
"138",0,272021,"dN","pSymB"
"139",0.004,273643.5,"dN","pSymB"
"140",0.0038,274858.5,"dN","pSymB"
"141",0,275769.5,"dN","pSymB"
"142",0.0072,276707,"dN","pSymB"
"143",0.0033,277803.5,"dN","pSymB"
"144",0.006,278752,"dN","pSymB"
"145",0,279684,"dN","pSymB"
"146",0.0467,284824.5,"dN","pSymB"
"147",0.0018,285282,"dN","pSymB"
"148",0.0181,30820,"dN","pSymB"
"149",0.0466,286156,"dN","pSymB"
"150",0.0729,287232.5,"dN","pSymB"
"151",0.0111,287982.5,"dN","pSymB"
"152",0.0261,289006.5,"dN","pSymB"
"153",0.0236,289948,"dN","pSymB"
"154",0.0321,290348.5,"dN","pSymB"
"155",0.0076,290738.5,"dN","pSymB"
"156",0.0123,292321.5,"dN","pSymB"
"157",0.0028,293659,"dN","pSymB"
"158",0.0106,294643,"dN","pSymB"
"159",0.017,31974,"dN","pSymB"
"160",0.0102,296832.5,"dN","pSymB"
"161",0.0534,298450.5,"dN","pSymB"
"162",0.0206,299035.5,"dN","pSymB"
"163",0.0102,299987,"dN","pSymB"
"164",0,300891.5,"dN","pSymB"
"165",0.0052,301841.5,"dN","pSymB"
"166",0.0062,302807.5,"dN","pSymB"
"167",0.0039,303898.5,"dN","pSymB"
"168",0.0011,305202.5,"dN","pSymB"
"169",0.0097,306256,"dN","pSymB"
"170",0.0088,309191,"dN","pSymB"
"171",0.0236,34732,"dN","pSymB"
"172",0.0075,310949.5,"dN","pSymB"
"173",0.0225,312530.5,"dN","pSymB"
"174",0.0025,313503,"dN","pSymB"
"175",0.0021,315041,"dN","pSymB"
"176",0.0109,316102.5,"dN","pSymB"
"177",0.0164,316949.5,"dN","pSymB"
"178",0.0248,317842,"dN","pSymB"
"179",0.0181,318800.5,"dN","pSymB"
"180",0.0374,320448,"dN","pSymB"
"181",0.0111,322248,"dN","pSymB"
"182",0.0184,37040.5,"dN","pSymB"
"183",0.0167,323404.5,"dN","pSymB"
"184",0.0672,323908.5,"dN","pSymB"
"185",0.0056,328481,"dN","pSymB"
"186",0.0063,329366.5,"dN","pSymB"
"187",0.0141,330250.5,"dN","pSymB"
"188",0.0052,331060,"dN","pSymB"
"189",0,331962,"dN","pSymB"
"190",0.0072,332741,"dN","pSymB"
"191",0.011,333178.5,"dN","pSymB"
"192",0.0309,334123.5,"dN","pSymB"
"193",0.0198,335557.5,"dN","pSymB"
"194",0.0037,37997,"dN","pSymB"
"195",0.0113,336805.5,"dN","pSymB"
"196",0.0192,337758,"dN","pSymB"
"197",0.0134,338601.5,"dN","pSymB"
"198",0.0118,339686.5,"dN","pSymB"
"199",0.0075,340814.5,"dN","pSymB"
"200",0.0203,341675,"dN","pSymB"
"201",0.0121,342910,"dN","pSymB"
"202",0.0152,344136.5,"dN","pSymB"
"203",0.0243,345377,"dN","pSymB"
"204",0.0205,346397.5,"dN","pSymB"
"205",0.0015,38764,"dN","pSymB"
"206",0.0121,347944,"dN","pSymB"
"207",0.0044,349567.5,"dN","pSymB"
"208",0.0035,350943.5,"dN","pSymB"
"209",0.002,352070,"dN","pSymB"
"210",0.003,353386,"dN","pSymB"
"211",0.0071,355214.5,"dN","pSymB"
"212",0.0093,356871.5,"dN","pSymB"
"213",0.0095,359050,"dN","pSymB"
"214",0.0078,7579.5,"dN","pSymB"
"215",0,39581.5,"dN","pSymB"
"216",0.0096,360572,"dN","pSymB"
"217",0.0076,361519,"dN","pSymB"
"218",0.0182,362890.5,"dN","pSymB"
"219",0.0059,372160.5,"dN","pSymB"
"220",0.0191,372687,"dN","pSymB"
"221",0.0186,373571,"dN","pSymB"
"222",0.0039,375236.5,"dN","pSymB"
"223",0.0056,376430.5,"dN","pSymB"
"224",0.0043,377305.5,"dN","pSymB"
"225",0.0107,378257,"dN","pSymB"
"226",0,39899.5,"dN","pSymB"
"227",0.0064,379215,"dN","pSymB"
"228",0.0035,382732,"dN","pSymB"
"229",0.0163,384288,"dN","pSymB"
"230",0.0025,385447,"dN","pSymB"
"231",0.004,386544,"dN","pSymB"
"232",0.0032,387747.5,"dN","pSymB"
"233",0.0029,388624.5,"dN","pSymB"
"234",0,389482.5,"dN","pSymB"
"235",0.0055,390144.5,"dN","pSymB"
"236",0.0205,390869.5,"dN","pSymB"
"237",0.021,40533,"dN","pSymB"
"238",0.0185,391761,"dN","pSymB"
"239",0.025,392757.5,"dN","pSymB"
"240",0.001,393884.5,"dN","pSymB"
"241",0.0105,394989.5,"dN","pSymB"
"242",0.002,396525,"dN","pSymB"
"243",0.0018,397787,"dN","pSymB"
"244",0.0013,398684,"dN","pSymB"
"245",0.0022,399525,"dN","pSymB"
"246",0.0026,400518.5,"dN","pSymB"
"247",0.0171,401759.5,"dN","pSymB"
"248",0.0163,41009.5,"dN","pSymB"
"249",0.0086,402895,"dN","pSymB"
"250",0.0086,404622,"dN","pSymB"
"251",0.0104,405801,"dN","pSymB"
"252",0.0046,406706,"dN","pSymB"
"253",0.0055,408418,"dN","pSymB"
"254",0.0051,409863.5,"dN","pSymB"
"255",0.0076,410347,"dN","pSymB"
"256",0.0105,410910,"dN","pSymB"
"257",0,411369,"dN","pSymB"
"258",0.0071,411953.5,"dN","pSymB"
"259",0.0445,412590,"dN","pSymB"
"260",0.013,42455,"dN","pSymB"
"261",0.0222,413360,"dN","pSymB"
"262",0.0131,414388,"dN","pSymB"
"263",0.0174,415843.5,"dN","pSymB"
"264",0.0084,416859.5,"dN","pSymB"
"265",0.0152,418286.5,"dN","pSymB"
"266",0.0575,419528,"dN","pSymB"
"267",0.0094,420320.5,"dN","pSymB"
"268",0.0054,421065,"dN","pSymB"
"269",0.0044,421658,"dN","pSymB"
"270",0.0051,422510,"dN","pSymB"
"271",0,43623.5,"dN","pSymB"
"272",0.0067,423798.5,"dN","pSymB"
"273",0.0515,432794,"dN","pSymB"
"274",0.0083,433159.5,"dN","pSymB"
"275",0,433761,"dN","pSymB"
"276",0.011,434550,"dN","pSymB"
"277",0.0081,435846.5,"dN","pSymB"
"278",0.0174,437221,"dN","pSymB"
"279",0.0149,438520.5,"dN","pSymB"
"280",0.0048,439314,"dN","pSymB"
"281",0.0087,440716.5,"dN","pSymB"
"282",0.0176,442499.5,"dN","pSymB"
"283",0.0026,44349,"dN","pSymB"
"284",0.0154,443936,"dN","pSymB"
"285",0,445241,"dN","pSymB"
"286",0.0135,446603,"dN","pSymB"
"287",0.0062,447867,"dN","pSymB"
"288",0.0063,448862,"dN","pSymB"
"289",0.0071,449788,"dN","pSymB"
"290",0.0214,450988.5,"dN","pSymB"
"291",0.0107,452075.5,"dN","pSymB"
"292",0.0094,452896.5,"dN","pSymB"
"293",0.0073,453866,"dN","pSymB"
"294",0.0161,45056.5,"dN","pSymB"
"295",0.0063,45900.5,"dN","pSymB"
"296",0.015,47165.5,"dN","pSymB"
"297",0.0057,8343.5,"dN","pSymB"
"298",0.0197,49025.5,"dN","pSymB"
"299",0,50049.5,"dN","pSymB"
"300",0.0215,50253.5,"dN","pSymB"
"301",0.0131,50883,"dN","pSymB"
"302",0.0237,51837.5,"dN","pSymB"
"303",0.0104,52855,"dN","pSymB"
"304",0.0145,54156.5,"dN","pSymB"
"305",0.0114,55374.5,"dN","pSymB"
"306",0.0034,57027.5,"dN","pSymB"
"307",0.0095,59085,"dN","pSymB"
"308",0,61238,"dN","pSymB"
"309",0,9399.5,"dN","pSymB"
"310",0.0053,62099.5,"dN","pSymB"
"311",0.014,63011,"dN","pSymB"
"312",0.0008,64367,"dN","pSymB"
"313",0,65652.5,"dN","pSymB"
"314",0.004,66592,"dN","pSymB"
"315",0.0045,67878,"dN","pSymB"
"316",0.012,69161,"dN","pSymB"
"317",0.0174,70085,"dN","pSymB"
"318",0.0017,70916.5,"dN","pSymB"
"319",0.0021,72166.5,"dN","pSymB"
"320",0.0149,12065,"dN","pSymB"
"321",0,12596,"dN","pSymB"
"322",0.0011,74264,"dN","pSymB"
"323",0.0034,76046,"dN","pSymB"
"324",0.0029,79619,"dN","pSymB"
"325",0.0025,80952,"dN","pSymB"
"326",0.0028,82191,"dN","pSymB"
"327",0.0012,83214.5,"dN","pSymB"
"328",0,84406,"dN","pSymB"
"329",0.005,87104.5,"dN","pSymB"
"330",0,13142.5,"dN","pSymB"
"331",0.0073,87973.5,"dN","pSymB"
"332",0.0074,90047.5,"dN","pSymB"
"333",0.0179,91731,"dN","pSymB"
"334",0.0009,93152.5,"dN","pSymB"
"335",0.0042,94250.5,"dN","pSymB"
"336",0.0082,95276.5,"dN","pSymB"
"337",0.0025,96575.5,"dN","pSymB"
"338",0.0026,97549,"dN","pSymB"
"339",0.0056,98571,"dN","pSymB"
"340",0.0032,14061,"dN","pSymB"
"341",0.0082,99277,"dN","pSymB"
"342",0.0045,100539,"dN","pSymB"
"343",0.0105,101824,"dN","pSymB"
"344",0,102753,"dN","pSymB"
"345",0.0016,104045.5,"dN","pSymB"
"346",0.0137,105708,"dN","pSymB"
"347",0,106784,"dN","pSymB"
"348",0.0034,107821,"dN","pSymB"
"349",0,108946.5,"dN","pSymB"
"350",0.0552,109816.5,"dN","pSymB"
"351",0.0016,14844,"dN","pSymB"
"352",0.0018,125331.5,"dN","pSymB"
"353",0,126302.5,"dN","pSymB"
"354",0.0023,128011.5,"dN","pSymB"
"355",0.0099,129569.5,"dN","pSymB"
"356",0.0521,130084.5,"dN","pSymB"
"357",0.0061,130738,"dN","pSymB"
"358",0.0063,131847,"dN","pSymB"
"359",0.002,132825.5,"dN","pSymB"
"360",0,133876.5,"dN","pSymB"
"361",0,134867,"dN","pSymB"
"362",0.0046,454928,"dN","pSymB"
"363",0.0111,455861,"dN","pSymB"
"364",0.0055,469478.5,"dN","pSymB"
"365",0.0062,470243.5,"dN","pSymB"
"366",0.0024,471211.5,"dN","pSymB"
"367",0.0103,472377,"dN","pSymB"
"368",0.0027,473291.5,"dN","pSymB"
"369",0.0068,474534,"dN","pSymB"
"370",0.0012,475853.5,"dN","pSymB"
"371",0.0036,476923.5,"dN","pSymB"
"372",0.0042,477922,"dN","pSymB"
"373",0.0034,478916.5,"dN","pSymB"
"374",0.0273,480467,"dN","pSymB"
"375",0.0078,456799,"dN","pSymB"
"376",0.0391,483343,"dN","pSymB"
"377",0.0364,485078.5,"dN","pSymB"
"378",0.0559,486353,"dN","pSymB"
"379",0,492164,"dN","pSymB"
"380",0.0082,492738.5,"dN","pSymB"
"381",0.0112,493469,"dN","pSymB"
"382",0.0134,497271,"dN","pSymB"
"383",0.0326,497974,"dN","pSymB"
"384",0.0227,498827,"dN","pSymB"
"385",0,499466.5,"dN","pSymB"
"386",0.0234,500158,"dN","pSymB"
"387",0.0294,500747,"dN","pSymB"
"388",0.0169,458979.5,"dN","pSymB"
"389",0.0428,501756.5,"dN","pSymB"
"390",0.0146,502887,"dN","pSymB"
"391",0.0232,503774,"dN","pSymB"
"392",0.0207,505202.5,"dN","pSymB"
"393",0.0241,506626.5,"dN","pSymB"
"394",0.0069,507945,"dN","pSymB"
"395",0.0188,510633,"dN","pSymB"
"396",0.0657,517148.5,"dN","pSymB"
"397",0.0502,519027,"dN","pSymB"
"398",0.0087,461069,"dN","pSymB"
"399",0.1473,521601.5,"dN","pSymB"
"400",0.0432,522013,"dN","pSymB"
"401",0.0142,523425.5,"dN","pSymB"
"402",0.0307,524621.5,"dN","pSymB"
"403",0.0395,525883,"dN","pSymB"
"404",0.0406,527449.5,"dN","pSymB"
"405",0.0539,529702.5,"dN","pSymB"
"406",0.0335,531553,"dN","pSymB"
"407",0.0505,532582,"dN","pSymB"
"408",0.0137,463864,"dN","pSymB"
"409",0.0205,533685,"dN","pSymB"
"410",0.0056,534508.5,"dN","pSymB"
"411",0.0253,535389.5,"dN","pSymB"
"412",0,536314.5,"dN","pSymB"
"413",0.0188,537669,"dN","pSymB"
"414",0.0118,538787,"dN","pSymB"
"415",0.0154,539912.5,"dN","pSymB"
"416",0.0193,541542.5,"dN","pSymB"
"417",0.0252,543608,"dN","pSymB"
"418",0.0153,465218.5,"dN","pSymB"
"419",0.0157,545664.5,"dN","pSymB"
"420",0.0202,547275,"dN","pSymB"
"421",0.3054,547743.5,"dN","pSymB"
"422",0.0958,548583.5,"dN","pSymB"
"423",0.1179,549890.5,"dN","pSymB"
"424",0.0501,550532.5,"dN","pSymB"
"425",0.0235,551318.5,"dN","pSymB"
"426",0.0252,552585.5,"dN","pSymB"
"427",0.0079,553332.5,"dN","pSymB"
"428",0.0529,553996.5,"dN","pSymB"
"429",0.0107,554635.5,"dN","pSymB"
"430",0.0286,555311,"dN","pSymB"
"431",0.0741,556389,"dN","pSymB"
"432",0.0126,466591.5,"dN","pSymB"
"433",0.0038,467594,"dN","pSymB"
"434",0.005,468591,"dN","pSymB"
"435",0.001,54452,"dN","pSymB"
"436",0,52416,"dN","pSymB"
"437",0.0046,41262.5,"dN","pSymB"
"438",0.0226,40181.5,"dN","pSymB"
"439",0.005,39031.5,"dN","pSymB"
"440",0.0064,37338.5,"dN","pSymB"
"441",0.0071,35372.5,"dN","pSymB"
"442",0.005,34212.5,"dN","pSymB"
"443",0,33223,"dN","pSymB"
"444",0.0025,32247.5,"dN","pSymB"
"445",0.0072,30999,"dN","pSymB"
"446",0.0024,29487,"dN","pSymB"
"447",0.006,50872,"dN","pSymB"
"448",0.0088,28316,"dN","pSymB"
"449",0.0024,26706,"dN","pSymB"
"450",0.0056,25313.5,"dN","pSymB"
"451",0.0023,24149,"dN","pSymB"
"452",0.0016,23393.5,"dN","pSymB"
"453",0.0062,21584.5,"dN","pSymB"
"454",0.0052,19587,"dN","pSymB"
"455",0.0024,18454.5,"dN","pSymB"
"456",0,17528.5,"dN","pSymB"
"457",0,16532.5,"dN","pSymB"
"458",0.006,15236.5,"dN","pSymB"
"459",0.0117,49269.5,"dN","pSymB"
"460",0.0227,48732.5,"dN","pSymB"
"461",0.0059,13237,"dN","pSymB"
"462",0.005,12660,"dN","pSymB"
"463",0.0018,12075,"dN","pSymB"
"464",0.0037,10984,"dN","pSymB"
"465",0.0042,10074.5,"dN","pSymB"
"466",0.0009,9142,"dN","pSymB"
"467",0.006,7933,"dN","pSymB"
"468",0.0117,6915,"dN","pSymB"
"469",0.0074,5232,"dN","pSymB"
"470",0.0082,48217,"dN","pSymB"
"471",0.0061,4008,"dN","pSymB"
"472",0.005,3122,"dN","pSymB"
"473",0.0081,2255.5,"dN","pSymB"
"474",0.0081,882,"dN","pSymB"
"475",0.0107,655,"dN","pSymB"
"476",0.0104,1968,"dN","pSymB"
"477",0.001,3072,"dN","pSymB"
"478",0.0072,47369.5,"dN","pSymB"
"479",0.0063,46495.5,"dN","pSymB"
"480",0.0242,45509.5,"dN","pSymB"
"481",0.0028,43877.5,"dN","pSymB"
"482",0.0047,42271.5,"dN","pSymB"
"483",0.0012,433480.5,"dN","pSymB"
"484",0.0035,432162.5,"dN","pSymB"
"485",0.0097,405054,"dN","pSymB"
"486",0.0128,296148.5,"dN","pSymB"
"487",0.0062,294604,"dN","pSymB"
"488",0.0041,293325.5,"dN","pSymB"
"489",0.0045,291265.5,"dN","pSymB"
"490",0.0077,288873,"dN","pSymB"
"491",0.0115,287929.5,"dN","pSymB"
"492",0.008,287128,"dN","pSymB"
"493",0.0027,286344,"dN","pSymB"
"494",0.0013,285409,"dN","pSymB"
"495",0.0009,284101,"dN","pSymB"
"496",0,282647,"dN","pSymB"
"497",0.0208,281774,"dN","pSymB"
"498",0.0214,280892.5,"dN","pSymB"
"499",0.0097,279913.5,"dN","pSymB"
"500",0.0115,278240.5,"dN","pSymB"
"501",0.0029,277422,"dN","pSymB"
"502",0.0072,276285.5,"dN","pSymB"
"503",0.0068,403787,"dN","pSymB"
"504",0.0021,274402.5,"dN","pSymB"
"505",0.0012,273166,"dN","pSymB"
"506",0.0079,272021,"dN","pSymB"
"507",0.0149,270570,"dN","pSymB"
"508",0.0012,269061.5,"dN","pSymB"
"509",0.0023,268231.5,"dN","pSymB"
"510",0.0093,267714.5,"dN","pSymB"
"511",0.0313,267252.5,"dN","pSymB"
"512",0.0054,266653.5,"dN","pSymB"
"513",0.0126,265723,"dN","pSymB"
"514",0.0028,264535,"dN","pSymB"
"515",0.0045,263679.5,"dN","pSymB"
"516",0.0028,262325,"dN","pSymB"
"517",0.0029,260852.5,"dN","pSymB"
"518",0,259865.5,"dN","pSymB"
"519",0.0015,258863,"dN","pSymB"
"520",0.0026,257179,"dN","pSymB"
"521",0.0043,255417.5,"dN","pSymB"
"522",0.0036,254430,"dN","pSymB"
"523",0.009,253461.5,"dN","pSymB"
"524",0.0048,252854.5,"dN","pSymB"
"525",0.0129,402172.5,"dN","pSymB"
"526",0.0114,251156,"dN","pSymB"
"527",0.0061,249171.5,"dN","pSymB"
"528",0.0008,247983,"dN","pSymB"
"529",0.0284,246161,"dN","pSymB"
"530",0.0108,244783.5,"dN","pSymB"
"531",0.0034,243944.5,"dN","pSymB"
"532",0.0017,243285,"dN","pSymB"
"533",0.0033,241859.5,"dN","pSymB"
"534",0,240779.5,"dN","pSymB"
"535",0.0031,239494,"dN","pSymB"
"536",0.0087,400699.5,"dN","pSymB"
"537",0.0014,237993.5,"dN","pSymB"
"538",0,237016,"dN","pSymB"
"539",0.0011,235997.5,"dN","pSymB"
"540",0,235364.5,"dN","pSymB"
"541",0.0024,235036.5,"dN","pSymB"
"542",0.005,234267,"dN","pSymB"
"543",0,233053.5,"dN","pSymB"
"544",0.0094,232001,"dN","pSymB"
"545",0.0026,230890.5,"dN","pSymB"
"546",0,229468.5,"dN","pSymB"
"547",0,228088.5,"dN","pSymB"
"548",0.008,399356.5,"dN","pSymB"
"549",0.0047,226744,"dN","pSymB"
"550",0.0077,225681,"dN","pSymB"
"551",0.0026,224631.5,"dN","pSymB"
"552",0.0008,223089,"dN","pSymB"
"553",0,221743,"dN","pSymB"
"554",0,220689.5,"dN","pSymB"
"555",0.0055,219215.5,"dN","pSymB"
"556",0.0039,218175.5,"dN","pSymB"
"557",0,217228.5,"dN","pSymB"
"558",0.0026,215991,"dN","pSymB"
"559",0.0248,398435,"dN","pSymB"
"560",0,215270.5,"dN","pSymB"
"561",0,214149.5,"dN","pSymB"
"562",0,211292,"dN","pSymB"
"563",0,210118.5,"dN","pSymB"
"564",0,209669,"dN","pSymB"
"565",0.0037,208648,"dN","pSymB"
"566",0.0184,206877.5,"dN","pSymB"
"567",0.0102,205751.5,"dN","pSymB"
"568",0,204898,"dN","pSymB"
"569",0.0165,203868,"dN","pSymB"
"570",0.0111,397280,"dN","pSymB"
"571",0.0067,202749,"dN","pSymB"
"572",0.0072,201352,"dN","pSymB"
"573",0.0038,199723,"dN","pSymB"
"574",0.003,197938,"dN","pSymB"
"575",0.0039,195637,"dN","pSymB"
"576",0.0141,194189,"dN","pSymB"
"577",0.0126,193437,"dN","pSymB"
"578",0.0124,192926.5,"dN","pSymB"
"579",0.0055,192072,"dN","pSymB"
"580",0.0041,191072.5,"dN","pSymB"
"581",0.0031,388291,"dN","pSymB"
"582",0.0032,190238,"dN","pSymB"
"583",0.0034,189468.5,"dN","pSymB"
"584",0.0061,188805,"dN","pSymB"
"585",0.0078,186183,"dN","pSymB"
"586",0.0069,184836.5,"dN","pSymB"
"587",0.0008,183543,"dN","pSymB"
"588",0.0026,182489,"dN","pSymB"
"589",0.0012,181640,"dN","pSymB"
"590",0.0024,180548,"dN","pSymB"
"591",0.0037,179484,"dN","pSymB"
"592",0,431077.5,"dN","pSymB"
"593",0.011,387481.5,"dN","pSymB"
"594",0.0048,178803.5,"dN","pSymB"
"595",0.0237,177248.5,"dN","pSymB"
"596",0.6042,175166.5,"dN","pSymB"
"597",0.1593,174947.5,"dN","pSymB"
"598",3.3856,176087.5,"dN","pSymB"
"599",0.642,176024.5,"dN","pSymB"
"600",0.5155,175897,"dN","pSymB"
"601",2.0907,175837,"dN","pSymB"
"602",0.7245,175726,"dN","pSymB"
"603",0.2333,175438,"dN","pSymB"
"604",0.0338,173823.5,"dN","pSymB"
"605",0.0145,168208.5,"dN","pSymB"
"606",0.0083,167469.5,"dN","pSymB"
"607",0.0332,166599,"dN","pSymB"
"608",0.0101,165658.5,"dN","pSymB"
"609",0.0074,164549.5,"dN","pSymB"
"610",0.0088,163389,"dN","pSymB"
"611",0.0067,162497,"dN","pSymB"
"612",0.0026,386812,"dN","pSymB"
"613",0.0046,161481.5,"dN","pSymB"
"614",0.0019,160367.5,"dN","pSymB"
"615",0,159325.5,"dN","pSymB"
"616",0.0255,157552.5,"dN","pSymB"
"617",0.0036,155697.5,"dN","pSymB"
"618",0.0166,154780,"dN","pSymB"
"619",0.0081,154081.5,"dN","pSymB"
"620",0.0135,153483.5,"dN","pSymB"
"621",0.0079,152874,"dN","pSymB"
"622",0.0109,151908.5,"dN","pSymB"
"623",0.0234,386121.5,"dN","pSymB"
"624",0.0056,150419.5,"dN","pSymB"
"625",0.0082,148870,"dN","pSymB"
"626",0.0031,147732,"dN","pSymB"
"627",0.0038,146642,"dN","pSymB"
"628",0.0042,145228.5,"dN","pSymB"
"629",0.0053,143855.5,"dN","pSymB"
"630",0.0029,142921.5,"dN","pSymB"
"631",0.0145,142083.5,"dN","pSymB"
"632",0.0091,141085.5,"dN","pSymB"
"633",0.0343,140155,"dN","pSymB"
"634",0,385451,"dN","pSymB"
"635",0.0058,139253,"dN","pSymB"
"636",0.0142,138575,"dN","pSymB"
"637",0.0321,138142.5,"dN","pSymB"
"638",0.0039,137013.5,"dN","pSymB"
"639",0.005,135553.5,"dN","pSymB"
"640",0.0061,134554.5,"dN","pSymB"
"641",0,133561,"dN","pSymB"
"642",0.0126,132398.5,"dN","pSymB"
"643",0.006,131591,"dN","pSymB"
"644",0.0049,130877,"dN","pSymB"
"645",0.0222,130508,"dN","pSymB"
"646",0.0024,384534,"dN","pSymB"
"647",0.0032,129920,"dN","pSymB"
"648",0.0053,128950.5,"dN","pSymB"
