"","value","pos","class","bac"
"78",0.0033,475663,"dN","sinoC"
"79",0,476686.5,"dN","sinoC"
"80",0.0018,477776.5,"dN","sinoC"
"81",0,406149.5,"dN","sinoC"
"82",0,478488,"dN","sinoC"
"83",0,479078.5,"dN","sinoC"
"84",0,479803.5,"dN","sinoC"
"85",0,481410,"dN","sinoC"
"86",0,482451.5,"dN","sinoC"
"87",0,482753,"dN","sinoC"
"88",0.0012,484126.5,"dN","sinoC"
"89",0.0069,485769,"dN","sinoC"
"90",0.0037,486902.5,"dN","sinoC"
"91",0.0008,488448,"dN","sinoC"
"92",0,406952.5,"dN","sinoC"
"93",0.002,490089.5,"dN","sinoC"
"94",0.0029,490896.5,"dN","sinoC"
"95",0.0042,491635.5,"dN","sinoC"
"96",0,492604.5,"dN","sinoC"
"97",0.005,493928,"dN","sinoC"
"98",0.0494,494309,"dN","sinoC"
"99",0.1788,494594,"dN","sinoC"
"100",0.0034,495578,"dN","sinoC"
"101",0,506604.5,"dN","sinoC"
"102",0.0067,507286.5,"dN","sinoC"
"103",0,507846,"dN","sinoC"
"104",0.0042,508580.5,"dN","sinoC"
"105",0.012,509672.5,"dN","sinoC"
"106",0,408109.5,"dN","sinoC"
"107",0.0062,510404,"dN","sinoC"
"108",0.0021,511278,"dN","sinoC"
"109",0.0023,513670.5,"dN","sinoC"
"110",0,515865,"dN","sinoC"
"111",0.0015,516484,"dN","sinoC"
"112",0.0092,517229.5,"dN","sinoC"
"113",0.0022,517966,"dN","sinoC"
"114",0.0017,520786,"dN","sinoC"
"115",0.0029,521592.5,"dN","sinoC"
"116",0,522092,"dN","sinoC"
"117",0,1410202,"dN","sinoC"
"118",0,1409542,"dN","sinoC"
"119",0,1400233,"dN","sinoC"
"120",0,1398203.5,"dN","sinoC"
"121",0,1396743.5,"dN","sinoC"
"122",0.0029,1394504,"dN","sinoC"
"123",0,1392938.5,"dN","sinoC"
"124",0,1392490.5,"dN","sinoC"
"125",0,1391577,"dN","sinoC"
"126",0,1390484,"dN","sinoC"
"127",0,1408905,"dN","sinoC"
"128",0,1388151,"dN","sinoC"
"129",0,1386922.5,"dN","sinoC"
"130",0,1386458.5,"dN","sinoC"
"131",0,1385854.5,"dN","sinoC"
"132",0,1384733.5,"dN","sinoC"
"133",0,1383960,"dN","sinoC"
"134",0,1383396,"dN","sinoC"
"135",0,1382503.5,"dN","sinoC"
"136",0,1408467,"dN","sinoC"
"137",0,1408249.5,"dN","sinoC"
"138",0,1381427,"dN","sinoC"
"139",0,1379865,"dN","sinoC"
"140",0,1379204,"dN","sinoC"
"141",0,1378332.5,"dN","sinoC"
"142",0,1376497.5,"dN","sinoC"
"143",0,1374411.5,"dN","sinoC"
"144",0,1373249,"dN","sinoC"
"145",0,1372059,"dN","sinoC"
"146",0,1407881.5,"dN","sinoC"
"147",0,1371137,"dN","sinoC"
"148",0,1370459.5,"dN","sinoC"
"149",0,1369381,"dN","sinoC"
"150",0,1367885,"dN","sinoC"
"151",0,1366491.5,"dN","sinoC"
"152",0,1365426,"dN","sinoC"
"153",0,1364397.5,"dN","sinoC"
"154",0,1362894.5,"dN","sinoC"
"155",0,1361645.5,"dN","sinoC"
"156",0,1407318.5,"dN","sinoC"
"157",0,1361180,"dN","sinoC"
"158",0,1360631,"dN","sinoC"
"159",0,1360092.5,"dN","sinoC"
"160",0,1359354.5,"dN","sinoC"
"161",0,1357781.5,"dN","sinoC"
"162",0,1355640,"dN","sinoC"
"163",0,1353770.5,"dN","sinoC"
"164",0,1351321.5,"dN","sinoC"
"165",0,1406520,"dN","sinoC"
"166",0,1349996.5,"dN","sinoC"
"167",0,1348967,"dN","sinoC"
"168",0,1348202,"dN","sinoC"
"169",0,1347582,"dN","sinoC"
"170",0,1346757.5,"dN","sinoC"
"171",0,1345978,"dN","sinoC"
"172",0,1345075.5,"dN","sinoC"
"173",0.0034,1343635,"dN","sinoC"
"174",0,1343310.5,"dN","sinoC"
"175",0,1405126,"dN","sinoC"
"176",0.0006,1333330.5,"dN","sinoC"
"177",0.0006,1330846.5,"dN","sinoC"
"178",0,1327620.5,"dN","sinoC"
"179",0,1326078.5,"dN","sinoC"
"180",0,1324818.5,"dN","sinoC"
"181",0,1402014.5,"dN","sinoC"
"182",0,1323408.5,"dN","sinoC"
"183",0,1322447,"dN","sinoC"
"184",0,1221620,"dN","sinoC"
"185",0,1220674.5,"dN","sinoC"
"186",0,1218205,"dN","sinoC"
"187",0,1216937.5,"dN","sinoC"
"188",0,1213430.5,"dN","sinoC"
"189",0,1211573.5,"dN","sinoC"
"190",0,1210230.5,"dN","sinoC"
"191",0,1311201,"dN","sinoC"
"192",0,1209080,"dN","sinoC"
"193",0,1208116,"dN","sinoC"
"194",0,1207169,"dN","sinoC"
"195",0,1205917,"dN","sinoC"
"196",0,1204720.5,"dN","sinoC"
"197",0,1203831.5,"dN","sinoC"
"198",0,1201947,"dN","sinoC"
"199",0.0014,1201144,"dN","sinoC"
"200",0,1199749,"dN","sinoC"
"201",0.0007,1309600.5,"dN","sinoC"
"202",0,1198508,"dN","sinoC"
"203",0,1197788,"dN","sinoC"
"204",0,1195514.5,"dN","sinoC"
"205",0,1192846,"dN","sinoC"
"206",0,1191938,"dN","sinoC"
"207",0,1189094,"dN","sinoC"
"208",0.0008,1307746.5,"dN","sinoC"
"209",0,1185154,"dN","sinoC"
"210",0,1184273,"dN","sinoC"
"211",0,1183279,"dN","sinoC"
"212",0.0009,1180202,"dN","sinoC"
"213",0,1174842,"dN","sinoC"
"214",0,1306331.5,"dN","sinoC"
"215",0,1173961,"dN","sinoC"
"216",0.0015,1172860.5,"dN","sinoC"
"217",0,1171624.5,"dN","sinoC"
"218",0.0011,1168766.5,"dN","sinoC"
"219",0,1165105.5,"dN","sinoC"
"220",0.0011,1163157,"dN","sinoC"
"221",0,1162445.5,"dN","sinoC"
"222",0,1303818.5,"dN","sinoC"
"223",0,1161878,"dN","sinoC"
"224",0.0016,1161481,"dN","sinoC"
"225",0,1160100.5,"dN","sinoC"
"226",0,1159297.5,"dN","sinoC"
"227",0,1158356,"dN","sinoC"
"228",0,1156572,"dN","sinoC"
"229",0.0016,1155751,"dN","sinoC"
"230",0,1153061.5,"dN","sinoC"
"231",0,1303018.5,"dN","sinoC"
"232",0,1151269,"dN","sinoC"
"233",0.0052,1150783,"dN","sinoC"
"234",0,1148279.5,"dN","sinoC"
"235",0,1147354,"dN","sinoC"
"236",0,1146264,"dN","sinoC"
"237",0,1145163.5,"dN","sinoC"
"238",0.0018,1141621.5,"dN","sinoC"
"239",0,1140349.5,"dN","sinoC"
"240",0,1302139,"dN","sinoC"
"241",0,1137764.5,"dN","sinoC"
"242",0,1136774.5,"dN","sinoC"
"243",0,1135591.5,"dN","sinoC"
"244",0,1134838.5,"dN","sinoC"
"245",0,1133807,"dN","sinoC"
"246",0,1132708,"dN","sinoC"
"247",0,1131704,"dN","sinoC"
"248",0,1130968,"dN","sinoC"
"249",0,1129942,"dN","sinoC"
"250",0,1301151.5,"dN","sinoC"
"251",0,1128941.5,"dN","sinoC"
"252",0,1127421,"dN","sinoC"
"253",0,1126452,"dN","sinoC"
"254",0,1125601,"dN","sinoC"
"255",0,1124997,"dN","sinoC"
"256",0,1124334,"dN","sinoC"
"257",0,1123146.5,"dN","sinoC"
"258",0,1121430,"dN","sinoC"
"259",0,1118012,"dN","sinoC"
"260",0,1116686,"dN","sinoC"
"261",0,1114616,"dN","sinoC"
"262",0,1113274.5,"dN","sinoC"
"263",0,1112039,"dN","sinoC"
"264",0,1111047,"dN","sinoC"
"265",0,1110128.5,"dN","sinoC"
"266",0,1109342,"dN","sinoC"
"267",0,1107455,"dN","sinoC"
"268",0,1321174,"dN","sinoC"
"269",0,1106063,"dN","sinoC"
"270",0.0039,1103246,"dN","sinoC"
"271",0.0014,692651.5,"dN","sinoC"
"272",0,690320,"dN","sinoC"
"273",0,688779,"dN","sinoC"
"274",0,687836,"dN","sinoC"
"275",0,686494.5,"dN","sinoC"
"276",0,680781.5,"dN","sinoC"
"277",0,1297497.5,"dN","sinoC"
"278",0,678138.5,"dN","sinoC"
"279",0,677296,"dN","sinoC"
"280",0,676541.5,"dN","sinoC"
"281",0,674825,"dN","sinoC"
"282",0,672599.5,"dN","sinoC"
"283",0,671488.5,"dN","sinoC"
"284",0,670125,"dN","sinoC"
"285",0,668770.5,"dN","sinoC"
"286",0,1296999,"dN","sinoC"
"287",0,664872.5,"dN","sinoC"
"288",0,663596,"dN","sinoC"
"289",0,662064.5,"dN","sinoC"
"290",0,660361,"dN","sinoC"
"291",0.0011,656505.5,"dN","sinoC"
"292",0,653374,"dN","sinoC"
"293",0,652673.5,"dN","sinoC"
"294",0,651999.5,"dN","sinoC"
"295",0,651334,"dN","sinoC"
"296",0,1296449,"dN","sinoC"
"297",0,650499.5,"dN","sinoC"
"298",0,649620.5,"dN","sinoC"
"299",0.0007,647155.5,"dN","sinoC"
"300",0,646003.5,"dN","sinoC"
"301",0,643550,"dN","sinoC"
"302",0,640053.5,"dN","sinoC"
"303",0,1296108,"dN","sinoC"
"304",0,637266,"dN","sinoC"
"305",0,632604,"dN","sinoC"
"306",0,631115,"dN","sinoC"
"307",0,629963,"dN","sinoC"
"308",0,628109,"dN","sinoC"
"309",0,625102.5,"dN","sinoC"
"310",0,624429,"dN","sinoC"
"311",0,623643.5,"dN","sinoC"
"312",0,622723.5,"dN","sinoC"
"313",0,620975,"dN","sinoC"
"314",0,619880,"dN","sinoC"
"315",0,619207.5,"dN","sinoC"
"316",0.0011,618315.5,"dN","sinoC"
"317",0,617205,"dN","sinoC"
"318",0,1295196,"dN","sinoC"
"319",0,616123,"dN","sinoC"
"320",0,614899,"dN","sinoC"
"321",0,613666,"dN","sinoC"
"322",0,612615.5,"dN","sinoC"
"323",0,611902,"dN","sinoC"
"324",0,608879.5,"dN","sinoC"
"325",0,607707.5,"dN","sinoC"
"326",0,606093,"dN","sinoC"
"327",0,605197,"dN","sinoC"
"328",0,1294354,"dN","sinoC"
"329",0,604026,"dN","sinoC"
"330",0,602986.5,"dN","sinoC"
"331",0,598092,"dN","sinoC"
"332",0,597464.5,"dN","sinoC"
"333",0,596891,"dN","sinoC"
"334",0,595689.5,"dN","sinoC"
"335",0.0004,593442,"dN","sinoC"
"336",0,591212,"dN","sinoC"
"337",0,590156,"dN","sinoC"
"338",0,589043,"dN","sinoC"
"339",0,587050,"dN","sinoC"
"340",0,586143.5,"dN","sinoC"
"341",0.0011,585143,"dN","sinoC"
"342",0,584151.5,"dN","sinoC"
"343",0,583256.5,"dN","sinoC"
"344",0,1293658.5,"dN","sinoC"
"345",0,582063.5,"dN","sinoC"
"346",0,580575.5,"dN","sinoC"
"347",0,577641,"dN","sinoC"
"348",0,576802.5,"dN","sinoC"
"349",0,575473.5,"dN","sinoC"
"350",0,574355,"dN","sinoC"
"351",0,573958,"dN","sinoC"
"352",0,573147,"dN","sinoC"
"353",0,571285,"dN","sinoC"
"354",0,570941.5,"dN","sinoC"
"355",0,570276.5,"dN","sinoC"
"356",0,569224,"dN","sinoC"
"357",0,568031.5,"dN","sinoC"
"358",0,567208.5,"dN","sinoC"
"359",0,564481.5,"dN","sinoC"
"360",0,563390.5,"dN","sinoC"
"361",0,1292144,"dN","sinoC"
"362",0,562766,"dN","sinoC"
"363",0,561587,"dN","sinoC"
"364",0,560579.5,"dN","sinoC"
"365",0,560021.5,"dN","sinoC"
"366",0,559296,"dN","sinoC"
"367",0,558695,"dN","sinoC"
"368",0,557185,"dN","sinoC"
"369",0.0008,555355,"dN","sinoC"
"370",0,554306.5,"dN","sinoC"
"371",0.001,553417.5,"dN","sinoC"
"372",0,1291627,"dN","sinoC"
"373",0,551210,"dN","sinoC"
"374",0,468848.5,"dN","sinoC"
"375",0,467558.5,"dN","sinoC"
"376",0,467261.5,"dN","sinoC"
"377",0,466330,"dN","sinoC"
"378",0,465236,"dN","sinoC"
"379",0,464002,"dN","sinoC"
"380",0,463025,"dN","sinoC"
"381",0.0012,1291015.5,"dN","sinoC"
"382",0,462451.5,"dN","sinoC"
"383",0,461812,"dN","sinoC"
"384",0,460753,"dN","sinoC"
"385",0,459399,"dN","sinoC"
"386",0.0011,457961,"dN","sinoC"
"387",0,457023.5,"dN","sinoC"
"388",0,456331.5,"dN","sinoC"
"389",0,455919.5,"dN","sinoC"
"390",0,453355.5,"dN","sinoC"
"391",0,451454.5,"dN","sinoC"
"392",0,1289958,"dN","sinoC"
"393",0,450153,"dN","sinoC"
"394",0,449369,"dN","sinoC"
"395",0,448967,"dN","sinoC"
"396",0,448410,"dN","sinoC"
"397",0,447714.5,"dN","sinoC"
"398",0,445685.5,"dN","sinoC"
"399",0,444599,"dN","sinoC"
"400",0,443307.5,"dN","sinoC"
"401",0,1288925,"dN","sinoC"
"402",0,441970.5,"dN","sinoC"
"403",0,441160,"dN","sinoC"
"404",0,440182,"dN","sinoC"
"405",0,439736,"dN","sinoC"
"406",0,438604,"dN","sinoC"
"407",0,437443.5,"dN","sinoC"
"408",0,436612,"dN","sinoC"
"409",0,435737.5,"dN","sinoC"
"410",0.0005,433408.5,"dN","sinoC"
"411",0,431619,"dN","sinoC"
"412",0,430674.5,"dN","sinoC"
"413",0,429853.5,"dN","sinoC"
"414",0,428900.5,"dN","sinoC"
"415",0,427364.5,"dN","sinoC"
"416",0,426329,"dN","sinoC"
"417",0,425427,"dN","sinoC"
"418",0,423217,"dN","sinoC"
"419",0,422173,"dN","sinoC"
"420",0,1287187,"dN","sinoC"
"421",0,420926.5,"dN","sinoC"
"422",0,420064,"dN","sinoC"
"423",0,419476.5,"dN","sinoC"
"424",0,418383.5,"dN","sinoC"
"425",0,414958.5,"dN","sinoC"
"426",0,413816.5,"dN","sinoC"
"427",0,412968,"dN","sinoC"
"428",0,412129,"dN","sinoC"
"429",0,1286742.5,"dN","sinoC"
"430",0,411045.5,"dN","sinoC"
"431",0,408621.5,"dN","sinoC"
"432",0,407629.5,"dN","sinoC"
"433",0,407152,"dN","sinoC"
"434",0,406570.5,"dN","sinoC"
"435",0,405841.5,"dN","sinoC"
"436",0,405093.5,"dN","sinoC"
"437",0.0005,403435.5,"dN","sinoC"
"438",0,401527.5,"dN","sinoC"
"439",0,1285608.5,"dN","sinoC"
"440",0,400934.5,"dN","sinoC"
"441",0,400651,"dN","sinoC"
"442",0,400149.5,"dN","sinoC"
"443",0,399280,"dN","sinoC"
"444",0,397772,"dN","sinoC"
"445",0,395775,"dN","sinoC"
"446",0,393850.5,"dN","sinoC"
"447",0,393206.5,"dN","sinoC"
"448",0,392438,"dN","sinoC"
"449",0,1284285,"dN","sinoC"
"450",0,391965,"dN","sinoC"
"451",0,391573,"dN","sinoC"
"452",0,390819.5,"dN","sinoC"
"453",0,390204,"dN","sinoC"
"454",0,388970,"dN","sinoC"
"455",0,387498,"dN","sinoC"
"456",0,384785.5,"dN","sinoC"
"457",0,383834.5,"dN","sinoC"
"458",0,383441,"dN","sinoC"
"459",0,1283275,"dN","sinoC"
"460",0,382836.5,"dN","sinoC"
"461",0,382193.5,"dN","sinoC"
"462",0,381456.5,"dN","sinoC"
"463",0,380494.5,"dN","sinoC"
"464",0,378811.5,"dN","sinoC"
"465",0,377429.5,"dN","sinoC"
"466",0,376168.5,"dN","sinoC"
"467",0,374481,"dN","sinoC"
"468",0,1281703.5,"dN","sinoC"
"469",0.0008,373134.5,"dN","sinoC"
"470",0,371970,"dN","sinoC"
"471",0,370528.5,"dN","sinoC"
"472",0,369083,"dN","sinoC"
"473",0,367940.5,"dN","sinoC"
"474",0,367077,"dN","sinoC"
"475",0,366514.5,"dN","sinoC"
"476",0,366298.5,"dN","sinoC"
"477",0,361958.5,"dN","sinoC"
"478",0,360887.5,"dN","sinoC"
"479",0,1280494,"dN","sinoC"
"480",0,359785,"dN","sinoC"
"481",0,359329.5,"dN","sinoC"
"482",0,358749.5,"dN","sinoC"
"483",0,357942,"dN","sinoC"
"484",0,356940,"dN","sinoC"
"485",0,355950.5,"dN","sinoC"
"486",0,353658,"dN","sinoC"
"487",0.002,353329.5,"dN","sinoC"
"488",0.002,352378.5,"dN","sinoC"
"489",0,349933,"dN","sinoC"
"490",0,348884.5,"dN","sinoC"
"491",0,346617,"dN","sinoC"
"492",0,345893.5,"dN","sinoC"
"493",0,339689.5,"dN","sinoC"
"494",0,336669,"dN","sinoC"
"495",0,335476.5,"dN","sinoC"
"496",0.0004,330472,"dN","sinoC"
"497",0,1278262.5,"dN","sinoC"
"498",0,325335.5,"dN","sinoC"
"499",0,324075,"dN","sinoC"
"500",0,322653.5,"dN","sinoC"
"501",0,318664,"dN","sinoC"
"502",0,316144.5,"dN","sinoC"
"503",0,314617.5,"dN","sinoC"
"504",0,1277372.5,"dN","sinoC"
"505",0,310738,"dN","sinoC"
"506",0,309742,"dN","sinoC"
"507",0,308859.5,"dN","sinoC"
"508",0,307615,"dN","sinoC"
"509",0,306079.5,"dN","sinoC"
"510",0,304934.5,"dN","sinoC"
"511",0,301407.5,"dN","sinoC"
"512",0.0021,300006.5,"dN","sinoC"
"513",0,1276429,"dN","sinoC"
"514",0,298171.5,"dN","sinoC"
"515",0,296733.5,"dN","sinoC"
"516",0.0011,295684,"dN","sinoC"
"517",0,294645.5,"dN","sinoC"
"518",0.0013,293246.5,"dN","sinoC"
"519",0,291584,"dN","sinoC"
"520",0,291249,"dN","sinoC"
"521",0,290192,"dN","sinoC"
"522",0,287992.5,"dN","sinoC"
"523",0,287036.5,"dN","sinoC"
"524",0.001,283919.5,"dN","sinoC"
"525",0,280718,"dN","sinoC"
"526",0,279070,"dN","sinoC"
"527",0.0011,275565.5,"dN","sinoC"
"528",0.0013,274377,"dN","sinoC"
"529",0,273641,"dN","sinoC"
"530",0,272294.5,"dN","sinoC"
"531",0,1274291,"dN","sinoC"
"532",0,269114.5,"dN","sinoC"
"533",0,267718.5,"dN","sinoC"
"534",0,265816.5,"dN","sinoC"
"535",0,264227,"dN","sinoC"
"536",0,263433.5,"dN","sinoC"
"537",0,262463,"dN","sinoC"
"538",0.0017,261588,"dN","sinoC"
"539",0,260855.5,"dN","sinoC"
"540",0.0022,259590.5,"dN","sinoC"
"541",0,257871.5,"dN","sinoC"
"542",0,1272965.5,"dN","sinoC"
"543",0,256227.5,"dN","sinoC"
"544",0,1271608.5,"dN","sinoC"
"545",0,1270239.5,"dN","sinoC"
"546",0,1269007,"dN","sinoC"
"547",0,1267941.5,"dN","sinoC"
"548",0,1266507.5,"dN","sinoC"
"549",0,1264951.5,"dN","sinoC"
"550",0.0008,1262197,"dN","sinoC"
"551",0,1261226.5,"dN","sinoC"
"552",0,1316434,"dN","sinoC"
"553",0,1260493.5,"dN","sinoC"
"554",0,1259853.5,"dN","sinoC"
"555",0.0014,1259175,"dN","sinoC"
"556",0,1258295.5,"dN","sinoC"
"557",0.0012,1257338,"dN","sinoC"
"558",0,1255643.5,"dN","sinoC"
"559",0,1253378.5,"dN","sinoC"
"560",0,1251112.5,"dN","sinoC"
"561",0,1249869.5,"dN","sinoC"
"562",0,1249492,"dN","sinoC"
"563",0,1248884.5,"dN","sinoC"
"564",0,1248135,"dN","sinoC"
"565",0,1247784.5,"dN","sinoC"
"566",0,1246416,"dN","sinoC"
"567",0,1245231,"dN","sinoC"
"568",0,1244695.5,"dN","sinoC"
"569",0,1244330.5,"dN","sinoC"
"570",0,1244042,"dN","sinoC"
"571",0,1243751,"dN","sinoC"
"572",0,1314396.5,"dN","sinoC"
"573",0,1243154.5,"dN","sinoC"
"574",0,1240147,"dN","sinoC"
"575",0,1239074,"dN","sinoC"
"576",0,1238207,"dN","sinoC"
"577",0,1236863,"dN","sinoC"
"578",0,1235748,"dN","sinoC"
"579",0,1234580,"dN","sinoC"
"580",0,1233346,"dN","sinoC"
"581",0,1232751,"dN","sinoC"
"582",0,1230954.5,"dN","sinoC"
"583",0,1227701,"dN","sinoC"
"584",0,1225147.5,"dN","sinoC"
"585",0.0017,1223233.5,"dN","sinoC"
"586",0,1222444,"dN","sinoC"
"587",0,888.5,"dN","sinoC"
"588",0,8376.5,"dN","sinoC"
"589",0,120372.5,"dN","sinoC"
"590",0,122684,"dN","sinoC"
"591",0.001,124914.5,"dN","sinoC"
"592",0,126681.5,"dN","sinoC"
"593",0.0007,128000,"dN","sinoC"
"594",0,129301,"dN","sinoC"
"595",0,130379,"dN","sinoC"
"596",0,131159.5,"dN","sinoC"
"597",0,132024,"dN","sinoC"
"598",0,9914.5,"dN","sinoC"
"599",0.0026,135139,"dN","sinoC"
"600",0,136058,"dN","sinoC"
"601",0,137183.5,"dN","sinoC"
"602",0,138358.5,"dN","sinoC"
"603",0.0011,139394,"dN","sinoC"
"604",0,140553.5,"dN","sinoC"
"605",0,142991,"dN","sinoC"
"606",0,144110,"dN","sinoC"
"607",0.0012,145972.5,"dN","sinoC"
"608",0.0016,148571.5,"dN","sinoC"
"609",0.0013,150962.5,"dN","sinoC"
"610",0,152308.5,"dN","sinoC"
"611",0,153366,"dN","sinoC"
"612",0,154445.5,"dN","sinoC"
"613",0,155355,"dN","sinoC"
"614",0,156455,"dN","sinoC"
"615",0,157575,"dN","sinoC"
"616",0,158182,"dN","sinoC"
"617",0,160251,"dN","sinoC"
"618",0,160802,"dN","sinoC"
"619",0,161245,"dN","sinoC"
"620",0,162033.5,"dN","sinoC"
"621",0,163218.5,"dN","sinoC"
"622",0,166863,"dN","sinoC"
"623",0.0016,15293,"dN","sinoC"
"624",0.001,170433.5,"dN","sinoC"
"625",0,171677.5,"dN","sinoC"
"626",0.0009,172908.5,"dN","sinoC"
"627",0,173861,"dN","sinoC"
"628",0,174472,"dN","sinoC"
"629",0,175615.5,"dN","sinoC"
"630",0,176920,"dN","sinoC"
"631",0,178311,"dN","sinoC"
"632",0,179418.5,"dN","sinoC"
"633",0,181068.5,"dN","sinoC"
"634",0,182823.5,"dN","sinoC"
"635",0,183668,"dN","sinoC"
"636",0.0013,184429.5,"dN","sinoC"
"637",0,185950.5,"dN","sinoC"
"638",0,187280,"dN","sinoC"
"639",0,188037.5,"dN","sinoC"
"640",0,191876,"dN","sinoC"
"641",0,192622.5,"dN","sinoC"
"642",0,17504.5,"dN","sinoC"
"643",0,193304.5,"dN","sinoC"
"644",0,194073.5,"dN","sinoC"
"645",0,194647.5,"dN","sinoC"
"646",0,195500,"dN","sinoC"
"647",0,196194,"dN","sinoC"
"648",0,196838.5,"dN","sinoC"
"649",0.0016,199976,"dN","sinoC"
"650",0,202177.5,"dN","sinoC"
"651",0.0045,203195,"dN","sinoC"
"652",0,18823.5,"dN","sinoC"
"653",0,204729.5,"dN","sinoC"
"654",0,205515.5,"dN","sinoC"
"655",0,206321.5,"dN","sinoC"
"656",0,208416.5,"dN","sinoC"
"657",0,210726.5,"dN","sinoC"
"658",0,212533.5,"dN","sinoC"
"659",0,213692.5,"dN","sinoC"
"660",0,214446.5,"dN","sinoC"
"661",0,215414.5,"dN","sinoC"
"662",0,216172.5,"dN","sinoC"
"663",0,219524.5,"dN","sinoC"
"664",0,223675.5,"dN","sinoC"
"665",0,225269,"dN","sinoC"
"666",0,228167,"dN","sinoC"
"667",0,21319.5,"dN","sinoC"
"668",0,229549.5,"dN","sinoC"
"669",0,230683,"dN","sinoC"
"670",0,231770,"dN","sinoC"
"671",0.0017,232597,"dN","sinoC"
"672",0,235898.5,"dN","sinoC"
"673",0,236722.5,"dN","sinoC"
"674",0,237858.5,"dN","sinoC"
"675",0,239289,"dN","sinoC"
"676",0,22617,"dN","sinoC"
"677",0,239840.5,"dN","sinoC"
"678",0,240517,"dN","sinoC"
"679",0,242162.5,"dN","sinoC"
"680",0,243663,"dN","sinoC"
"681",0.0011,244921.5,"dN","sinoC"
"682",0.0006,246537.5,"dN","sinoC"
"683",0,248146,"dN","sinoC"
"684",0,249549,"dN","sinoC"
"685",0,23659,"dN","sinoC"
"686",0,251496.5,"dN","sinoC"
"687",0,252307,"dN","sinoC"
"688",0,254353,"dN","sinoC"
"689",0,254747.5,"dN","sinoC"
"690",0,256408,"dN","sinoC"
"691",0,257459,"dN","sinoC"
"692",0,258082,"dN","sinoC"
"693",0,258925,"dN","sinoC"
"694",0,259620,"dN","sinoC"
"695",0,25072,"dN","sinoC"
"696",0.0014,261074.5,"dN","sinoC"
"697",0,262274.5,"dN","sinoC"
"698",0,262817.5,"dN","sinoC"
"699",0,263476.5,"dN","sinoC"
"700",0.002,264436,"dN","sinoC"
"701",0.0007,266090.5,"dN","sinoC"
"702",0,267449.5,"dN","sinoC"
"703",0,268618,"dN","sinoC"
"704",0,269784,"dN","sinoC"
"705",0,271570.5,"dN","sinoC"
"706",0,26071.5,"dN","sinoC"
